id|name|descr|price|lang
166|CAPRICCIOSA|Tomato sauce, mozzarella cheese, ham, artichokes, salami, mushrooms and oregano.|435 / 90,00|en
166|КАПРИЧОЗА|Помидорный соус, сыр моцарелла, ветчина, артишоки, салями, шампиньоны и орегано.|435 / 90,00|ru
167|ЧОТИРИ СЕЗОНИ|Помідорний соус, сир моцарелла, шинка, артишоки, маслини, печериці, орегано|420 / 87,00|ua
167|4 STAGIONI|Pomodoro pelati, Mozzarella, prosciutto cotto, carciofi, olive e origano.|420 / 87,00|it
167|4 SEASONS|Tomato sauce, mozzarella cheese, ham, artichokes, olives,mushrooms and oregano.|420 / 87,00|en
167|4 СЕЗОНА|Помидорный соус, сыр моцарелла, ветчина, артишоки, оливки, грибы и орегано.|420 / 87,00|ru
168|ЧОТИРИ сира|Помідорний соус, сир моцарелла, рокфор, пармезан, едам|420 / 110,00|ua
168|4 FORMAGGI|Pomodori pelati, mozzarella, rokfort, parmigiano e edam.|420 / 110,00|it
168|4  CHEESE|Tomato sauce, mozzarella cheese, parmesan, edam cheese, rokfort cheese and oregano.|420 / 110,00|en
168|4 СЫРА|Помидорный соус, сыр моцарелла, пармезан, сыр Эдам, сыр Рокфор и орегано.|420 / 110,00|ru
169|РЕ|Помідорний соус, сир моцарелла, філе телятини, орегано.|395 / 79,00|ua
169|RE|Pelati, mozzarella, filetto di vitello e origano.|395 / 79,00|it
169|RE|Tomato sauce, mozzarella cheese, veal fillet and oregano.|395 / 79,00|en
169|РЕ|Помидорный соус, сыр моцарелла, филе телятины и орегано.|395 / 79,00|ru
170|КОКОРИТА|Помідорний соус, сир моцарелла, куряча грудинка, кукурудза, червона квасоля, орегано.|400 / 65,00|ua
170|COCORITA|Pomodori pelati, mozzarella, petto di pollo, mais, fagioli rossi e origano.|400 / 65,00|it
170|COCORITA|Tomato sauce, mozzarella cheese, chicken fillet, sweet corn, red beans and oregano.|400 / 65,00|en
170|КОКОРИТА|Помидорный соус, сыр моцарелла, куриное филе, кукуруза, красная фасоль и орегано.|400 / 65,00|ru
171|ПРИНЦЕСА|Вершки, сир моцарелла, перепелині яйця та куряча грудинка.|395 / 82,00|ua
171|PRINCIPESSA|Panna, mozzarella, uova di quaglia, petto di pollo e origano.|395 / 82,00|it
171|PRINCIPESSA|Cream, mozzarella cheese, quails eggs, chicken fillet and oregano.|395 / 82,00|en
171|ПРИНЦЕССА|Сливочный соус, сыр моцарелла, перепелиные яйца, куриное филе и орегано.|395 / 82,00|ru
172|ПРОШУТО|Помідорний соус, сир моцарелла,  шинка, орегано.|365 / 59,00|ua
172|PROSCIUTTO|Pomodori pelati, mozzarella, prosciutto cotto e origano.|365 / 59,00|it
172|PROSCIUTTO|Tomato sauce, mozzarella cheese, ham and oregano.|365 / 59,00|en
172|ПРОШУТТО|Помидорный соус, сыр моцарелла, ветчина и орегано.|365 / 59,00|ru
173|ФУНГІ|Помідорний соус, сир моцарелла, печериці, орегано|380 / 57,00|ua
173|FUNGI|Pomodori pelati, mozzarella, funghi, e origano.|380 / 57,00|it
173|FUNGI|Tomato sauce, mozzarella cheese, mushrooms and oregano.|380 / 57,00|en
173|ФУНГИ|Помидорный соус, сыр моцарелла, шампиньоны и орегано.|380 / 57,00|ru
174|ФРУТТЕ ДІ МАРЕ|Помідорний соус, моцарелла, креветки, мідії, кальмари|450 / 110,00|ua
174|FRUTTI DI MARE|Pomodori pelati, mozzarella, gamberetti, cozze e calamari.|450 / 110,00|it
174|FRUTTI DI MARE|Tomato sauce, mozzarella cheese, prawns,mussels, squids and oregano.|450 / 110,00|en
174|ФРУТТИ ДИ МАРЕ|Помидорный соус, сыр моцарелла, креветки, мидии, кальмары и орегано.|450 / 110,00|ru
175|ФОКАЧЧО ді РЕККО|Біла закрита піца, в середині якої – сир «Рікотта» та вершки.|400 / 70,00|ua
175|FOCACCIA di RECCO|Riccotta,  mozzarella.|400 / 70,00|it
175|FOCACCIA di RECCO|A typical Focaccia with stracchino, mozarella cheese and oregano.|400 / 70,00|en
175|ФОКАЧЧО ДИ РЕККО|Закрытая белая пицца с сырами моцарелла и рикотта.|400 / 70,00|ru
176|АЛЬ ТОННО|Помідорний соус, моцарелла, тунець конс, цибуля.|450 / 84,00|ua
176|AL TONNO|Pomodori pelati, mozzarella, tonno.|450 / 84,00|it
176|AL TONNO|Tomato sauce, mozzarella cheese, tuna fish, onion.|450 / 84,00|en
176|АЛЬ ТОННО|Помидорный соус, сыр моцарелла, тунец, лук.|450 / 84,00|ru
177|ФОКАЧЧО З СИРОМ|Італійський хлібець з сиром, орегано.|220 / 37,00|ua
177|FOCACCIA con formaggio|Impasto detta pizza con otio, mozzarella e origano.|220 / 37,00|it
177|Focaccia with cheese|Focaccia with mozzarella cheese and oregano.|220 / 37,00|en
177|ФОКАЧЧО С СЫРОМ|Итальянский хлебушек с сыром моцарелла.|220 / 37,00|ru
178|КАЛЬЦОНЕ|грам/гривня||ua
178|CALZONI|g./uah||it
178|CALZONI|g./uah||en
178|КАЛЬЦОНЕ|гр. / грн.||ru
179|Кальцоне Порчеліна|Помідорний соус, сир моцарелла, печериці, салямі, фермерські ковбаски, шинка, орегано.|460 / 89,00|ua
179|Calzone Porcellino|Pomodori pelati, mozzarella, funghi, salame, salsiccia, prosciutto cotto e origano.|460 / 89,00|it
179|Calzone Porcellino|Tomato sauce, mozzarella cheese, mushrooms, salami, sausages, ham and oregano.|460 / 89,00|en
179|Кальцоне Порчелина|Помидорный соус, сыр моцарелла, шампиньоны, салями, фермерские колбаски, ветчина и орегано.|460 / 89,00|ru
180|Кальцоне Прошутто|Помідорний соус, сир моцарелла, печериці, шинка, орегано.|400 / 67,00|ua
180|Calzone prosciutto|Pomodori pelati, mozzarella, funghi, prosciutto cotto e origano.|400 / 67,00|it
180|Calzone prosciutto|Tomato sauce, mozzarella cheese, mushrooms, ham and oregano.|400 / 67,00|en
180|Кальцоне Прошутто|Помидорный соус, сыр моцарелла, шампиньоны, ветчина и орегано.|400 / 67,00|ru
181|Кальцоне Вегетаріанська|Помідорний соус, сир моцарелла, баклажани, цукіні, печериці, помідори, орегано.|500 / 95,00|ua
181|Calzone Vegetariano|Pomodori pelati, mozzarella, melanzane, zucchine, funghi, pomodorini e origano.|500 / 95,00|it
181|Calzone Vegetariano|Tomato sauce, mozzarella cheese, aubergines, zucchini mushrooms,tomatoes and oregano.|500 / 95,00|en
181|Кальцоне Вегетарианское|Помидорный соус, сыр моцарелла, баклажаны, кабачки, шампиньоны, помидоры и орегано.|500 / 95,00|ru
182|Кальцоне Принцеса|Вершки, сир моцарелла, перепелині яйця та куряча грудинка.|400 / 79,00|ua
182|Calzone Principessa|Panna, mozzarella, uova di quaglia, petto di poll.|400 / 79,00|it
182|Calzone Principessa|Cream, mozzarella cheese, quails eggs and chicken fillet and oregano.|400 / 79,00|en
182|Кальцоне Принцесса|Сливки, сыр моцарелла, перепелинные яйца, куриное филе и орегано.|400 / 79,00|ru
183|Кальцоне Дженовезе|Помідорний соус, сир моцарелла, шпинат, яйця, шинка|400 / 82,00|ua
183|Calzone Gevonese|Pomodori pelati, mozzarella, uova, spinaci e origano.|400 / 82,00|it
183|Calzone Gevonese|Tomato sauce, mozzarella cheese, spinach, eggs, ham and oregano.|400 / 82,00|en
183|Кальцоне Дженовезе|Помидорный соус, сыр моцарелла, шпинат, яйца, ветчина и орегано.|400 / 82,00|ru
184|Ви також можете приготувати піцу за своїм смаком:|грам/гривня||ua
184|A vosto piacere potete richiedere laggiunta dei seguenti ingredienti:|g./uah||it
184|You can also add extra toppings if you like:|g./uah||en
184|Вы также можете добавить дополнительные начинки, если хотите:|гр. / грн.||ru
185|Кукурудза||40 / 12,00|ua
185|Mais||40 / 12,00|it
185|Sweet corn||40 / 12,00|en
185|Кукуруза||40 / 12,00|ru
186|Цибуля||30 / 8,00|ua
186|Cipolla||30 / 8,00|it
186|Onion||30 / 8,00|en
186|Лук||30 / 8,00|ru
187|Печериці||70 / 18,00|ua
187|Funghi||70 / 18,00|it
187|Mushrooms||70 / 18,00|en
187|Шампиньоны||70 / 18,00|ru
188|Сир Моцарела||30 / 18,00|ua
188|Mozzarella||30 / 18,00|it
188|Mozzarella||30 / 18,00|en
188|Сыр Моцарелла||30 / 18,00|ru
189|Тунець у власному соку||30 / 21,00|ua
189|Tonno peshe||30 / 21,00|it
189|Tuna fish||30 / 21,00|en
189|Тунец||30 / 21,00|ru
190|Шинка||40 / 17,00|ua
190|Prochiutto cotto||40 / 17,00|it
190|Ham||40 / 17,00|en
190|Ветчина||40 / 17,00|ru
191|Салямі||25 / 18,00|ua
191|Salame||25 / 18,00|it
191|Salami||25 / 18,00|en
191|Салями||25 / 18,00|ru
192|Анчоуси||15 / 35,00|ua
192|Anchovies||15 / 35,00|it
192|Acciughe||15 / 35,00|en
192|Анчоусы||15 / 35,00|ru
193|Каперси||10 / 18,00|ua
193|Capperi||10 / 18,00|it
193|Capers||10 / 18,00|en
193|Каперсы||10 / 18,00|ru
194|Артишоки||20 / 21,00|ua
194|Carciofi||20 / 21,00|it
194|Artichokes||20 / 21,00|en
194|Артишоки||20 / 21,00|ru
195|Помідори||100 / 18,00|ua
195|Pomodori||100 / 18,00|it
195|Tomatoes||100 / 18,00|en
195|Помидоры||100 / 18,00|ru
196|Баклажани||30 / 18,00|ua
196|Melanzane||30 / 18,00|it
196|Aubergines||30 / 18,00|en
196|Баклажаны||30 / 18,00|ru
197|Курка||60 / 21,00|ua
197|Pollo||60 / 21,00|it
197|Chicken||60 / 21,00|en
197|Курица||60 / 21,00|ru
198|Філе телятини||70 / 38,00|ua
198|Filetto di vitello||70 / 38,00|it
198|Veal fillet||70 / 38,00|en
198|Филе телятины||70 / 38,00|ru
199|Ананас||35 / 16,00|ua
199|Ananas||35 / 16,00|it
199|Pineapple||35 / 16,00|en
199|Ананас||35 / 16,00|ru
200|Маслини чи Оливки||50 / 14,00|ua
200|Olive nere o Verdi||50 / 14,00|it
200|Green or black olives||50 / 14,00|en
200|Маслины или Оливки||50 / 14,00|ru
201|Яйце куряче||1шт / 6,00|ua
201|Uovo di pollo||1pcs / 6,00|it
201|Chicken egg||1pcs / 6,00|en
201|Куриное яйцо||1шт / 6,00|ru
202|Яйце перепелине||2шт / 6,00|ua
202|Uovo di quaglia||2pcs / 6,00|it
202|Quals eggs||2pcs / 6,00|en
202|Перепелиные яйца||2шт / 6,00|ru
203|Цукіні||30 / 18,00|ua
203|Zucchini||30 / 18,00|it
203|Zucchini||30 / 18,00|en
203|Цуккини||30 / 18,00|ru
204|Болгарський перець||30 / 18,00|ua
204|Peperoni||30 / 18,00|it
204|Sweet peppers||30 / 18,00|en
204|Болгарский перец||30 / 18,00|ru
205|Сир Рокфор||30 / 38,00|ua
205|Rokfor formagio||30 / 38,00|it
205|Rockfort cheeze||30 / 38,00|en
205|Сыр Рокфор||30 / 38,00|ru
206|Ковбаски Фермерські||30 / 18,00|ua
206|Salsiccia di campagnia||30 / 18,00|it
206|Farm Sausage||30 / 18,00|en
206|Фермерские колбаски||30 / 18,00|ru
207|Кальмари||40 / 21,00|ua
207|Calamari||40 / 21,00|it
207|Squids||40 / 21,00|en
207|Кальмары||40 / 21,00|ru
208|Прошуто крудо||50 / 42,00|ua
208|Prosciuto crudo||50 / 42,00|it
208|Prosciuto crudo||50 / 42,00|en
208|Прошутто крудо||50 / 42,00|ru
209|Креветки коктейльні||30 / 25,00|ua
209|Gamberetti||30 / 25,00|it
209|Shrimps||30 / 25,00|en
209|Креветки||30 / 25,00|ru
210|Шпинат||50 / 18,00|ua
210|Scpinaci||50 / 18,00|it
210|Scpinaci||50 / 18,00|en
210|Шпинат||50 / 18,00|ru
211|Гострий перець||5 / 12,00|ua
211|Сhilli pepper||5 / 12,00|it
211|Сhilli pepper||5 / 12,00|en
211|Перец чили||5 / 12,00|ru
212|Вершкова база||320 / 48,00|ua
212|Basa con panna||320 / 48,00|it
212|Cream base||320 / 48,00|en
212|Сливочная основа||320 / 48,00|ru
213|База з соусом Помідоро||320 / 48,00|ua
213|Basa con suco di pomodoro||320 / 48,00|it
213|Base of Tomato sauce||320 / 48,00|en
213|База с соусом Помидоро||320 / 48,00|ru
214|Коробка пакувальна для піци||1шт / 10,00|ua
214|Pizza box||1pcs / 10,00|en
214|Коробка для пиццы||1шт / 10,00|ru
214|Pizza scatola||1pcs / 10,00|it
215|Коробка пакувальна для ланч||1шт / 7,00|ua
215|Lunch box||1pcs / 7,00|en
215|Ланч бокс||1шт / 7,00|ru
215|Pranzo al sacco||1pcs / 7,00|it
216|КАВА ТА КАВОВІ НАПОЇ|Об'єм мл. / гривня||ua
216|КОФЕ И КОФЕЙНЫЕ НАПИТКИ|Объем мл. / гривна||ru
216|COFFEE AND COFFEE DRINKS|ml. / uah||en
216|CAFFÈ|ml. / uah||it
217|Еспресо||40 / 15,00|ua
217|Эспрессо||40 / 15,00|ru
217|Espresso||40 / 15,00|en
217|Espresso||40 / 15,00|it
218|Кава без кофеїну||50 / 18,00|ua
218|Кофе без кофеина||50 / 18,00|ru
218|Decaffeinated coffee||50 / 18,00|en
218|Caffè decaffeinato||50 / 18,00|it
219|Еспресо з молоком||50 / 18,00|ua
219|Эспрессо с молоком||50 / 18,00|ru
219|Espreso with milk||50 / 18,00|en
219|Latte Espreso||50 / 18,00|it
220|Рістрето||20 / 15,00|ua
220|Ристрето||20 / 15,00|ru
220|Restreto||20 / 15,00|en
220|Restreto||20 / 15,00|it
221|Американо||150 / 15,00|ua
221|Американо||150 / 15,00|ru
221|The American coffee||150 / 15,00|en
221|American coffè||150 / 15,00|it
222|Латте Макіатто||150 / 20,00|ua
222|Латте Макиатто||150 / 20,00|ru
222|Latte Makiatto||150 / 20,00|en
222|Latte Makіatto||150 / 20,00|it
223|Капучіно||150 / 20,00|ua
223|Капучино||150 / 20,00|ru
223|Cappuccino||150 / 20,00|en
223|Cappuccino||150 / 20,00|it
224|Кава по-Віденськи||150 / 23,00|ua
224|Кофе по Венски||150 / 23,00|ru
224|Viennese coffee||150 / 23,00|en
224|Caffè viennese||150 / 23,00|it
225|Кава маккіато зі збитим молоком||40 / 18,00|ua
225|Кофе маккиато со взбитым молоком||40 / 18,00|ru
225|Makkiato Coffee with whipped milk||40 / 18,00|en
225|Makkiato||40 / 18,00|it
226|Айріш Кофі|Кава по-Ірландськи.|110 / 36,00|ua
226|Айриш Кофи|Кофе по-Ирландски.|110 / 36,00|ru
226|Irish coffee||110 / 36,00|en
226|Caffè irlandese||110 / 36,00|it
227|Крім Кафе|Кава з Baileys та молочною піною.|105 / 31,00|ua
227|Крем Кафе|Кофе с Baileys и молочной пеной.|105 / 31,00|ru
227|Cream coffee|Coffee with milk foam and Baileys.|105 / 31,00|en
227|Crema di caffè|Caffè con schiuma di latte e Baileys.|105 / 31,00|it
228|Роял Кафе|Кава з коньяком та шоколадом.|85 / 34,00|ua
228|Роял Кафе|Кофе с коньяком и шоколадом.|85 / 34,00|ru
228|Royal Café|Coffee with cognac and chocolate.|85 / 34,00|en
228|Caffè Royal|Caffè con cognac e cioccolato.|85 / 34,00|it
229|КАВОВА ПРОХОЛОДА|Об'єм мл. / гривня||ua
229|КОФЕЙНАЯ ПРОХЛАДА|Объем мл. / гривна||ru
229|COFFEE COOLNESS|ml. / uah||en
229|CAFFÈ FREDO|ml. / uah||it
230|Айс крім кафе|Кава з морозивом та вершками.|230 / 36,00|ua
230|Айс крем кофе|Кофе с мороженым и сливками.|230 / 36,00|ru
230|Ice cream cafe |Coffee with ice cream and cream.|230 / 36,00|en
230|Caffè con gelato e panna||230 / 36,00|it
231|Карамеліта|Шейк з молоком та карамеллю.|230 / 25,00|ua
231|Карамелита|Шейк с молоком и карамелью.|230 / 25,00|ru
231|Shake with milk and caramel||230 / 25,00|en
231|Scuotere con latte e caramello||230 / 25,00|it
232|Кава глясе||250 / 25,00|ua
232|Кофе глясе||250 / 25,00|ru
232|Coffee with ice cream||250 / 25,00|en
232|Caffè con gelato||250 / 25,00|it
233|Кава  фраппе|Охолоджена кава, молоко, цукор.|200 / 24,00|ua
233|Кофе фраппе|Охлажденное кофе, молоко, сахар.|200 / 24,00|ru
233|Chilled coffee frappe||200 / 24,00|en
233|Refrigerata caffè||200 / 24,00|it
234|Чоколатта|Шейк з молоком та шооладом.|230 / 25,00|ua
234|Чоколатта|Шейк с молоком и шоколадом.|230 / 25,00|ru
234|Shake with milk and chocolate||230 / 25,00|en
234|Scuotere con latte e cioccolato||230 / 25,00|it
235|ЧАЙ ЗАВАРНИЙ|Об'єм мл. / гривня||ua
235|ЧАЙ ЗАВАРНОЙ|Объем мл. / гривна||ru
235|TEA|ml. / uah||en
235|TÈ|ml. / uah||it
236|В ассортименті||200 / 25,00|ua
236|В ассортименте||200 / 25,00|ru
236|In assortimentі||200 / 25,00|en
236|In assortimentі||200 / 25,00|it
237|ДО КАВИ ТА ЧАЮ|Об'єм мл. / гривня||ua
237|К КОФЕ И ЧАЮ|Объем мл. / гривна||ru
237|FOR COFFEE OR TEA|ml. / uah||en
237|PER CAFFÈ E TÈ|ml. / uah||it
238|Мед||15 / 6,00|ua
238|Мед||15 / 6,00|ru
238|Honey||15 / 6,00|en
238|Miele||15 / 6,00|it
239|Молоко||50 / 3,00|ua
239|Молоко||50 / 3,00|ru
239|Milk||50 / 3,00|en
239|Latte||50 / 3,00|it
240|Джем||50 / 12,00|ua
240|Джем||50 / 12,00|ru
240|Jam||50 / 12,00|en
240|Marmellata||50 / 12,00|it
241|Вершки порційні||10 / 2,50|ua
241|Сливки порционные||10 / 2,50|ru
241|Cream portions||10 / 2,50|en
241|Crema porzioni||10 / 2,50|it
242|ФРЕШ|Об'єм мл. / гривня||ua
242|ФРЕШ|Объем мл. / гривна||ru
242|FRESH|ml. / uah||en
242|FRESCO|ml. / uah||it
243|Фреш з лимону||250 / 45,00|ua
243|Фреш из лимона||250 / 45,00|ru
243|Fresh lemon||250 / 45,00|en
243|Limone fresco||250 / 45,00|it
244|Фреш з апельсину||250 / 40,00|ua
244|Фреш из апельсина||250 / 40,00|ru
244|Fresh orange||250 / 40,00|en
244|D'arancia fresco||250 / 40,00|it
245|Фреш з грейпфруту||250 / 40,00|ua
245|Фреш из грейпфрута||250 / 40,00|ru
245|Fresh grapefruit||250 / 40,00|en
245|Fresca di pompelmo||250 / 40,00|it
246|Фреш з апельсину та грейпфруту||250 / 40,00|ua
246|Фреш из апельсина и грейпфрута||250 / 40,00|ru
246|Fresh orange and grapefruit||250 / 40,00|en
246|D'arancia e pompelato fresco ||250 / 40,00|it
247|Фреш з яблука||250 / 40,00|ua
247|Фреш из яблока||250 / 40,00|ru
247|Fresh from Apple||250 / 40,00|en
247|Fresco di melo||250 / 40,00|it
248|Фреш з моркви||250 / 40,00|ua
248|Фреш из моркови||250 / 40,00|ru
248|Fresh carrots||250 / 40,00|en
248|Fresco di carote||250 / 40,00|it
249|Фреш з яблука та моркви||250 / 40,00|ua
249|Фреш из яблока и моркови||250 / 40,00|ru
249|Fresh from the apples and carrots||250 / 40,00|en
249|Fresco di melo e carote||250 / 40,00|it
250|СІК|Об'єм мл. / гривня||ua
250|СОК|Объем мл. / гривна||ru
250|JUICE|ml. / uah||en
250|SUCCO|ml. / uah||it
251|Апельсин||250 / 10,00|ua
251|Апельсин||250 / 10,00|ru
251|Orange||250 / 10,00|en
251|D`Arancia||250 / 10,00|it
252|Грейпфрут||250 / 10,00|ua
252|Грейпфрут||250 / 10,00|ru
252|Grapefruit||250 / 10,00|en
252|Pompelmo||250 / 10,00|it
253|Білий виноград||250 / 10,00|ua
253|Белый виноград||250 / 10,00|ru
253|White grapes||250 / 10,00|en
253|Uve bianche||250 / 10,00|it
254|Яблуко||250 / 10,00|ua
254|Яблоко||250 / 10,00|ru
254|Apple||250 / 10,00|en
254|Melo||250 / 10,00|it
255|Вишня||250 / 10,00|ua
255|Вишня||250 / 10,00|ru
255|Cherry||250 / 10,00|en
255|Ciliegia||250 / 10,00|it
256|Мультівітамін||250 / 10,00|ua
256|Мультивитамин||250 / 10,00|ru
256|Exotic||250 / 10,00|en
256|Esotico||250 / 10,00|it
257|Персиковий||250 / 10,00|ua
257|Персиковый||250 / 10,00|ru
257|Peach||250 / 10,00|en
257|Pesca||250 / 10,00|it
258|Томатний||250 / 10,00|ua
258|Томатный||250 / 10,00|ru
258|Tomato||250 / 10,00|en
258|Pomodoro||250 / 10,00|it
259|Ананас||250 / 10,00|ua
259|Ананас||250 / 10,00|ru
259|Pineapple||250 / 10,00|en
259|Ananas||250 / 10,00|it
260|ПРОХОЛОДЖУЮЧІ  НАПОЇ|Об'єм мл. / гривня||ua
260|ПРОХЛАДИТЕЛЬНЫЕ НАПИТКИ|Объем мл. / гривна||ru
260|SOFT DRINKS|ml. / uah||en
260|BEVANDE|ml. / uah||it
261|Nestea освіжаючий чай зі смаком лимону||500 / 20,00|ua
261|Nestea освежающий чай со вкусом лимона||500 / 20,00|ru
261|Nestea refreshing tea with lemon||500 / 20,00|en
261|Nestea con limone||500 / 20,00|it
262|Nestea освіжаючий чай зі смаком персику||500 / 20,00|ua
262|Nestea освежающий чай со вкусом персика||500 / 20,00|ru
262|Nestea refreshing tea with peach||500 / 20,00|en
262|Nestea con pesca||500 / 20,00|it
263|Nestea освіжаючий чай зі смаком лісової ягоди||500 / 20,00|ua
263|Nestea освежающий чай со вкусом лесной ягоды||500 / 20,00|ru
263|Nestea refreshing tea with wild berry||500 / 20,00|en
263|Nestea con frutti di bosco||500 / 20,00|it
264|Кока-кола||250 / 14,00|ua
264|Кока-кола||250 / 14,00|ru
264|Coca-cola||250 / 14,00|en
264|Coca-cola||250 / 14,00|it
265|Кока-кола лайт||250 / 14,00|ua
265|Кока-кола лайт||250 / 14,00|ru
265|Coca-Cola Light||250 / 14,00|en
265|Coca-Cola Light||250 / 14,00|it
266|Спрайт||250 / 14,00|ua
266|Спрайт||250 / 14,00|ru
266|Sprite||250 / 14,00|en
266|Sprite||250 / 14,00|it
267|Фанта||250 / 14,00|ua
267|Фанта||250 / 14,00|ru
267|Fanta||250 / 14,00|en
267|Fanta||250 / 14,00|it
268|Тонік Швепс||250 / 12,00|ua
268|Тоник Швепс||250 / 12,00|ru
268|Tonіk Schweppes||250 / 12,00|en
268|Tonіk Schweppes||250 / 12,00|it
269|“Burn” енергетичний напій||250 / 25,00|ua
269|"Burn" энергетический напиток||250 / 25,00|ru
269|"Burn" energy drink||250 / 25,00|en
269|Energy drink "Burn"||250 / 25,00|it
270|МІНЕРАЛЬНА ВОДА|Об'єм мл. / гривня||ua
270|МИНЕРАЛЬНАЯ ВОДА|Объем мл. / гривна||ru
270|MINERAL WATER|ml. / uah||en
270|ACQUA MINERALE|ml. / uah||it
271|Мінеральна вода “Бонаква” з газом||250 / 16,00|ua
271|Минеральная вода "Бонаква" с газом||250 / 16,00|ru
271|Mineral water "Bonaqua" sparkling||250 / 16,00|en
271|Acqua minerale "Bonaqua" con il gas||250 / 16,00|it
272|Мінеральна вода “Бонаква” без газу||250 / 16,00|ua
272|Минеральная вода "Бонаква" без газа||250 / 16,00|ru
272|Mineral water "Bonaqua" non sparkling||250 / 16,00|en
272|Acqua minerale "Bonaqua" senza gas||250 / 16,00|it
273|Мінеральна вода “Нарзан”||330 / 25,00|ua
273|Минеральная вода "Нарзан"||330 / 25,00|ru
273|Mineral water "Narzan"||330 / 25,00|en
273|Acqua minerale "Narzan"||330 / 25,00|it
274|Мінеральна вода “Евіан” без газу||330 / 35,00|ua
274|Минеральная вода "Эвиан" без газа||330 / 35,00|ru
274|Mineral water "Evian" non sparkling||330 / 35,00|en
274|Acqua minerale "Evian" senza gas||330 / 35,00|it
275|БЕЗАЛКОГОЛЬНІ КОКТЕЙЛІ|Об'єм мл. / гривня||ua
275|БЕЗАЛКОГОЛЬНЫЕ КОКТЕЙЛИ|Объем мл. / гривна||ru
275|NON-ALCOHOLIC COCKTAILS|ml. / uah||en
275|COCKTAIL ANALCOLICI|ml. / uah||it
276|Безалкогольний глінтвейн|Каркаде, сироп з шипшини, імбир, кардамон, лимон.|200 / 30,00|ua
276|Безалкогольный глинтвейн|Каркаде, сироп из шипшины, имбирь, кардамон, лимон.|200 / 30,00|ru
276|Non-alcoholic mulled wine|Hibiscus syrup s shipshini, imbіr, cardamom, lemon.|200 / 30,00|en
276|Analcolico vin brulè|Hibiscus sciroppo s shipshini, imbіr, cardamomo, limone.|200 / 30,00|it
277|Сонячний рай|Ананасовий сік, молоко, гренадін.|200 / 21,00|ua
277|Солнечный рай|Ананасовый сок, молоко, гренадин.|200 / 21,00|ru
277|Sunny Paradise|Pineapple juice, milk, grenadine.|200 / 21,00|en
277|Sologgiato paradiso|Succo di ananas, latte, granatina.|200 / 21,00|it
278|Мохіто|М`ята, за Вашим побажанням або спрайт або тонік або бонаква, лайм, коричневий цукор.|260 / 39,00|ua
278|Мохито|Мята, по Вашему желанию или спрайт или тоник или бонаква, лайм, коричневый сахар.|260 / 39,00|ru
278|Mohito|Mint, according to your wishes or sprite or tonic or Bonaqua, lime, brown sugar.|260 / 39,00|en
278|Mojіto|Menta, lime, zucchero di canna.|260 / 39,00|it
279|Чоко-Тата гарячий шоколад|Шоколад, вершки.|90 / 20,00|ua
279|Чоко-Тата горячий шоколад|Шоколад, сливки.|90 / 20,00|ru
279|Choco-Tata hot chocolate|Chocolate, cream.|90 / 20,00|en
279|Choco-Tata|Cioccolato, panna.|90 / 20,00|it
280|Молочний коктейль|Морозиво, молоко, вершки, гренадін.|260 / 25,00|ua
280|Молочный коктейль|Мороженое, молоко, сливки, гренадин.|260 / 25,00|ru
280|Milk shake|Ice cream, milk, cream, grenadine.|260 / 25,00|en
280|Frappè|Gelato, latte, panna.|260 / 25,00|it
281|ПИВО|Об'єм мл. / гривня||ua
281|ПИВО|Объем мл. / гривна||ru
281|BEER DRAFT|ml. / uah||en
281|BIRRA DRAFT|ml. / uah||it
282|Чернігівське Світле||500 / 25,00|ua
282|Черниговское Светлое||500 / 25,00|ru
282|Chernihіvske Light||500 / 25,00|en
282|Chernihіvske Luce||500 / 25,00|it
283|Чернігівське Світле||300 / 16,00|ua
283|Черниговское Светлое||300 / 16,00|ru
283|Chernihіvske Light||300 / 16,00|en
283|Chernihіvske Luce||300 / 16,00|it
284|Стелла-Артуа||500 / 25,00|ua
284|Стелла-Артуа||500 / 25,00|ru
284|Stella Artois||500 / 25,00|en
284|Stella Artois||500 / 25,00|it
285|Стелла-Артуа||300 / 16,00|ua
285|Стелла-Артуа||300 / 16,00|ru
285|Stella Artois||300 / 16,00|en
285|Stella Artois||300 / 16,00|it
286|Hoegaarden White||500 / 34,00|ua
286|Hoegaarden White||500 / 34,00|ru
286|Hoegaarden White||500 / 34,00|en
286|Hoegaarden Bianco||500 / 34,00|it
287|Hoegaarden White||300 / 20,00|ua
287|Hoegaarden White||300 / 20,00|ru
287|Hoegaarden White||300 / 20,00|en
287|Hoegaarden Bianco||300 / 20,00|it
288|Leffe Brune||300 / 20,00|ua
288|Leffe Брюн||300 / 20,00|ru
288|Leffe Brune||300 / 20,00|en
288|Leffe Brune||300 / 20,00|it
289|ПИВО В ПЛЯШКАХ|Об'єм мл. / гривня||ua
289|ПИВО В БУТЫЛКАХ|Объем мл. / гривна||ru
289|BOTTELED BEER|ml. / uah||en
289|BIRRA IN BOTTIGLIA|ml. / uah||it
290|Балтіка  безалкогольне||500 / 28,00|ua
290|Балтика безалкогольное||500 / 28,00|ru
290|Baltika Beverages||500 / 28,00|en
290|Baltіka non alcolica||500 / 28,00|it
291|КОКТЕЙЛІ ЗІГРІВАЮЧІ|Об'єм мл. / гривня||ua
291|КОКТЕЙЛИ СОГРЕВАЮЩИЕ|Объем мл. / гривна||ru
